artist_name,track_name,release_date,genre,lyrics
Barry White,"You're the First, the Last, My Everything",1974,soul,"… We got it together, didn't we? 
Nobody, but you and me 
We got it together, baby 
… My first, my last, my everything 
And the answer to all my dreams 
You're my sun (sun), my moon (moon), my guiding star 
My kind of wonderful, that's what you are 
… I know there's only, only one like you 
There's no way, they could have made two 
You're all I'm living for 
Your love I'll keep for evermore 
You're the first, you're the last, my everything 
… In you I've found so many things 
A love so new only you could bring 
Can't you see it? You 
You'll make me feel this way 
You're like a first morning dew on a brand new day 
… I see so many ways that I can love you 
'Til the day I die 
You're my reality, yet I'm lost in a dream 
You're the first, (the last) the last, my everything 
… I know there's only, only one like you 
There's no way they could have made two 
Girl, you're my reality 
But I'm lost in a dream 
You're the first, (the last) you're the last, my everything"
Roberta Flack,Killing Me Softly With His Song,1973,soul,"Strumming my pain with his fingers 
Singing my life with his words 
Killing me softly with his song 
Killing me softly with his song 
Telling my whole life with his words 
Killing me softly with his song 
This is Wyclef, Refugee Camp (L-Boogie up in here) 
Praswell (Praswell up in here, haha) 
Lil' Base sittin' up here on the bass (Refugees up in here) 
While I'm on this, I got my girl L (ah, ah) 
One time (one time), one time (one time) 
Ayo, L, you know you got the lyrics 
I heard he sang a good song, I heard he had a style 
And so I came to see him, and listen for a while 
And there he was, this young boy, stranger to my eyes 
Strumming my pain with his fingers (one time, one time) 
Singing my life with his words (two times, two times) 
Killing me softly with his song 
Killing me softly with his song 
Telling my whole life with his words 
Killing me softly with his song 
I felt all flushed with fever, embarrassed by the crowd 
I felt he'd found my letters and read each one out loud 
I prayed that he would finish, but he just kept right on 
Strumming my pain with his fingers (one time, one time) 
Singing my life with his words (two times, two times) 
Killing me softly with his song 
Killing me softly with his song 
Telling my whole life with his words 
Killing me softly with his song 
Yo, L-Boog, take me to the bridge 
Whoa 
Woah-oah-ah-ah-ah uh, uh 
La-la-la, la, la, la 
Whoa, la 
Whoa, la (ha, ha, ha, ha) 
La-ah-ah-ah-ah 
Strumming my pain with his fingers (yes, he was singing my life) 
Singing my life with his words 
Killing me softly with his song 
Killing me softly with his song 
Telling my whole life with his words (whole life, with his words) 
Killing me softly with his song 
Yo, put your hands together for L-Boogie (strumming my pain) 
From the Refugee Camp (yeah, yeah) 
(Singing my life) up in here, you know how we do, L-Boogie up in here 
Wyclef, Praswell, said L-Boogie up in here 
Wyclef up in here 
My man Lil' Base (Praswell up in here) 
Jerry one time 
T Rocks up in here, we got Warren up in here 
This is how we (Warren up, up in here, Outsiders up here) 
We got Fallon up in here, Mulaney, Mulaney's up in here 
(Refugee Camp, Refugee Camp, yeah) 
Everybody got a breakin' point kid 
And they'll rat on you 
The family niggas will rat on you 
That's why we gotta be prepared to take whoever out we need to"
Bill Withers,Ain't No Sunshine,1971,soul,"Ain't no sunshine when she's gone 
It's not warm when she's away 
Ain't no sunshine when she's gone 
And she's always gone too long 
Anytime she's goes away 
Wonder this time where she's gone 
Wonder if she's gone to stay 
Ain't no sunshine when she's gone 
And this house just ain't no home 
Anytime she goes away 
And I know, I know, I know, I know 
I know, I know, I know, I know, I know 
I know, I know, I know, I know, I know 
I know, I know, I know, I know, I know 
I know, I know, I know, I know, I know 
I know, I know 
Hey I oughta leave young thing alone 
But ain't no sunshine when she's gone, woh woh 
Ain't no sunshine when she's gone 
Only darkness every day 
Ain't no sunshine when she's gone 
And this house just ain't no home 
Anytime she goes away 
Anytime she goes away 
Anytime she goes away 
Anytime she goes away"
Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough,1967,soul,"Listen baby, ain't no mountain high 
Ain't no valley low, ain't no river wide enough, baby 
If you need me call me, no matter where you are 
No matter how far, don't worry, baby 
Just call my name, I'll be there in a hurry 
You don't have to worry 
'Cause, baby, there ain't no mountain high enough 
Ain't no valley low enough 
Ain't no river wide enough 
To keep me from getting to you, babe 
Remember the day I set you free 
I told you you could always count on me, darling 
From that day on, I made a vow 
I'll be there when you want me 
Some way, somehow 
'Cause, baby, there ain't no mountain high enough 
Ain't no valley low enough 
Ain't no river wide enough 
To keep me from getting to you, babe 
Oh no, darling 
No wind, no rain 
Or winter's cold can stop me, baby, na na, baby 
'Cause you are my goal 
If you're ever in trouble 
I'll be there on the double 
Just send for me, oh, baby, ha 
My love is alive (woo) 
Way down in my heart 
Although we are miles apart 
If you ever need a helping hand 
I'll be there on the double 
Just as fast as I can 
Don't you know that there 
Ain't no mountain high enough 
Ain't no valley low enough 
Ain't no river wide enough 
To keep me from getting to you, babe 
Don'tcha know that there 
Ain't no mountain high enough 
Ain't no valley low enough 
Ain't no river wide enough 
Ain't no mountain high enough 
Ain't no valley low enough"
Curtis Mayfield & the Impressions,We're a Winner,1968,soul,"We're a winner and never let anybody say 
Boy, you can't make it 'cause a feeble mind is in your way 
No more tears do we cry 
And we have finally dried our eyes 
And we're movin' on up (movin' on up) 
Lord have mercy, we're movin' on up (movin' on up) 
We're living proof in all's alert 
That we're two from the good black earth 
And we're a winner 
And everybody knows it too 
We'll just keep on pushin' 
Like your leaders tell you to 
At last that blessed day has come 
And I don't care where you come from 
We're all movin' on up (movin' on up) 
Lord have mercy, we're movin' on up (movin' on up) 
Hey, hey, we're movin' on up (movin' on up) 
Lord have mercy, we're movin' on up (movin' on up) 
I don't mind leavin' here 
To show the world we have no fear 
'Cause we're a winner 
And everybody knows it too 
We'll just keep on pushin' 
Like your leaders tell you to 
At last that blessed day has come 
And I don't care where you come from 
We're just gonna move on up (movin' on up) 
Lord have mercy, we're movin' on up (movin' on up) 
We'll just keep on pushin' 
We're a winner 
Lord, baby, everybody 
Hey, you know we're movin' on up 
We're a winner 
Yeah, yeah, just keep on pushin'"
Al Green & Aretha Franklin,Call Me,1970,soul,"Color me your color, baby 
Color me your car 
Color me your color, darling 
I know who you are 
Come up off your color chart 
I know where you're coming from 
Call me (call me) on the line 
Call me, call me any, anytime 
Call me (call me) I'll arrive 
You can call me any day or night 
Call me 
Cover me with kisses, baby 
Cover me with love 
Roll me in designer sheets 
I'll never get enough 
Emotions come, I don't know why 
Cover up love's alibi 
Call me (call me) on the line 
Call me, call me any, anytime 
Call me (call me) I'll arrive 
When you're ready we can share the wine 
Call me 
Uh-uh-uh-uh-uh 
He speaks the languages of love 
Uh-uh-uh-uh-uh 
Amore, chiamami, chiamami 
Uh-uh-uh-uh-uh 
Appelle-moi mon cheri, appelle-moi 
Anytime, anyplace, anywhere, any way 
Anytime, anyplace, anywhere, any day 
Call me (call me) my love 
Call me, call me any, anytime 
Call me (call me) for a ride 
Call me, call me for some overtime 
Call me (call me) in my life 
Call me, call me in a sweet design 
Call me (call me), call me for your lover's, lover's alibi 
Call me (call me) on the line 
Call me, call me any, anytime 
Call me (call me) 
Ah-ah, call me, mmh-mmh, ah 
Call me (call me), my love 
Call me, call me any"
Donny Hathaway & Roberta Flack,The Closer I Get to You,1978,soul,"The closer I get to you 
The more you make me see 
By giving me all you got 
Your love has captured me 
Over and over again 
I tried to tell myself that we 
Could never be more than friends 
And all the while inside I knew it was real 
The way you make me feel 
Lying here next to you 
Time just seems to fly 
Needing you more and more 
Let's give love a try (oh, oh, oh) 
Sweeter than sweeter love grows 
And heaven's there for those 
Who fool the tricks of time 
With the hearts of love they find true love 
In a special way 
The closer I get to you 
The more you make me see 
By giving me all you got 
Your love has captured me 
Over and over again 
I try to tell myself that we 
Could never be more than friends 
And all the while inside I knew it was real 
The way you make me feel 
The closer I get to you 
The more you make me see 
By giving you all I got 
Your love has captured me 
The closer I get to you 
A feeling comes over me (me too) 
Pulling closer, sweet as the gravity 
to you"
Luther Vandross & Anita Baker,So Amazing,1986,soul,"Love has truly been good to me 
Not even one sad day 
Or minute have I had since you've come my way 
I hope you know I'd gladly go 
Anywhere you'd take me 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
Ooh...ooh...ooh...ooh...ooh...ooh...ooh...ooh...I'd go 

Got to tell you how you thrill me 
I'm happy as I can be 
You have come and it's changed my whole world 
Bye-bye sadness, hello mellow 
What a wonderful day 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
Ooh...ooh...ooh...ooh...ooh...ooh...ooh...ooh...I'd go 

And it's so amazing, amazing 
I could stay forever, forever 
Here in love and no, leave you never 
'Cause we've got amazing love 

Truly it's so amazing, amazing 
Love brought us together, together 
I will leave you never and never 
I guess we've got amazing love 

Ooh, so amazing and I've been waiting 
For a love like you 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
Oh, and it's so, it's so 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
And you know, it's so 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
Hey...hey...hey...yeah...it's so 

It's so amazing to be loved 
I'd follow you to the moon in the sky above 
Hey...hey...yeah...hey...yeah...yeah...hey...it's so 

It's so amazing to be loved 
I'd follow you to the moon in the sky above"
The Staple Singers,I'll Take You There,1972,soul,"Oh, mmm, I know a place 
Ain't nobody cryin' 
Ain't nobody worried 
Ain't no smilin' faces, mm-mm, no no 
Lyin' to the races 
Help me, come on, come on 
Somebody, help me now (I'll take you there) 
Help me, y'all (I'll take you there) 
Help me now (I'll take you there) 
Oh (I'll take you there) 
Oh, oh, mercy (I'll take you there) 
Oh, let me take you there (I'll take you there) 
Oh-oh, let me take you there (I'll take you there) 
Play it baby 
Play your, play your piano now 
Alright 
Do it, do it, come on now 
Play on it, play on it, make daddy now 
Daddy, daddy, daddy, play your, mm 
Ooh, Lord, alright now 
Baby, little lady, easy now 
And now, come on, little lady, alright 
And suck it so, alright, oh, ah 
I know a place, y'all (I'll take you there) 
Ain't nobody cryin' (I'll take you there) 
Ain't nobody worried (I'll take you there) 
No smilin' faces (I'll take you there) 
Uh, uh (lyin' to the races) 
(I'll take you there) 
Oh, no, oh (I'll take you there) 
Oh, oh, o! (I'll take you there) 
Mercy now (I'll take you there) 
I'm callin', callin', callin' for mercy (I'll take you there) 
Mercy, mercy (I'll take you there) 
You got, you got, you gotta let me, let me (I'll take you there) 
Take you, take you, take you over there (I'll take you there) 
Oh, oh, alright (I'll take you there)"
James Cleveland,Oh Happy Day,1969,soul,"Oh happy day 
Oh happy day 
Oh happy happy day; 
Oh happy day 
When Jesus washed 
Oh when he washed 
When Jesus washed 
He washed my sins away! 
Oh happy day 
Oh happy day 
Oh happy day 
Oh happy day 
When Jesus washed 
Oh when he washed 
When Jesus washed 
He washed my sins away! 
Oh happy day 
Oh happy day 
He taught me how 
He taught me 
Taught me how to watch 
He taught me how to watch 
And fight and pray 
Fight and pray 
Yes, fight and pray 
And he'll rejoice 
And He'll, and He'll 
Rejoice in things we say 
And He'll rejoicein' things we say 
Things we say 
Yes, things we say 
Oh happy day, oh happy day 
Oh happy day, oh happy day 
Oh happy day 
Oh happy day 
Oh happy day, Oh happy day 
When Jesus washed 
Oh when he washed 
He washed my sins away 
He taught me how 
To watch, fight and pray 
Fight and pray 
Oh happy day, Oh happy day 
When Jesus washed 
Oh when he washed 
He washed my sins away 
We'll live rejoicing 
Ev'ry day, ev'ry day 
Oh happy day, Oh happy day 
When Jesus washed 
Oh when he washed 
He washed my sins away"
Sly and the Family Stone,Dance to the Music,1968,soul,"Sing, get on up and dance to the music 
Get on up and dance to the music 
Dance to the Music, dance to the music 
Dance to the Music, dance to the music 
All we need is a drummer 
For people who only need a beat, yeah 
I'm gonna add a little guitar 
And make it easy to move your feet 
I'm gonna add some bottom 
So that the dancers just won't hide 
You might like to hear my organ 
I said ride Sally ride, now 
(Cynthia, what? Gerry, what?) 
If I could hear the horns blow 
Cynthia on the throne, yeah 
Listen to me 
Cynthia and Jerry got a message that's sayin' 
All the squares, go home, yeah-yeah 
Listen to the voices 
Dance to the Music, dance to the music 
Dance to the Music, dance to the music"
Funkadelic,One Nation Under a Groove,1978,soul,"So wide you can't get around it 
So low you can't get under it 
So high you can't get over it 
(So high you can't get over it) 
This is a chance 
This is a chance 
To dance your way 
Out of your constrictions 
(Tell suckah!) 
Here's a chance to dance our way 
Out of our constrictions 
Gonna be freakin' 
Up and down 
Hang-up alley way 
With the groove our only guide 
We shall all be moved 
Ready or not here we come 
Gettin' down on 
The one which we believe in (one nation under a groove) 
Gonna get in on my good foot, good God (gettin' down just for the funk) 
'Bout time I got down one time (one nation and we're on the move) 
(Nothin' can stop us now) ay, ay, ay, ay, ay, ay-ee! 
Feet don't fail me now 
Givin' you more of what you're funkin' for 
Feet don't fail me now 
Do you promise to funk? 
The whole funk, nothin' but the funk 
Ready or not here we come 
Gettin' down on the one which we believe in 
Here's my chance to dance my way 
Out of my constrictions 
Yeah... 
(You can dance away) 
Feet don't fail me now (ha ha) 
Here's a chance to dance 
Our way out of our constrictions 
Gonna be groovin' up and down 
Hang up alley way 
Groove our only guide 
We shall all be moved 
Feet don't fail me now (ha ha) 
Givin' you more of what we're funkin' for 
Feet don't fail me now 
Here's my chance to dance my way 
Out of my constrictions 
Givin' you more of what you're funkin' for (feet don't fail me now) 
(Feet don't fail me now) 
Do you promise to funk, the whole funk 
Nothin' but the funk 
One nation under a groove 
Gettin' down just for the funk of it 
One nation and we're on the move 
Nothin' can stop us now 
(Nothin' can stop us now) 
(One nation) 
One nation under a groove 
Gettin' down just for the funk of it 
One nation (one nation) and we're on the move 
Nothin' can stop us now 
Do you promise to funk? 
Do you promise to funk? Hah 
Do you promise to funk? Hah 
Do you promise to funk, the whole funk? 
One nation under a groove 
Gettin' down just for the funk of it 
One nation and we're on the move 
Nothin' can stop us now 
One nation under a groove 
Gettin' down just for the funk of it 
One nation and we're on the move 
Nothin' can stop us now 
(Nothin' can stop us now) 
One nation under a groove (here's my chance to dance my way) 
Gettin' down just for the funk of it (out of my constriction) 
One nation and we're on the move 
Nothin' can stop us now 
Uh hah hah hah 
Do you promise to funk, the whole funk? 
Nothin' but the funk 
You can't stop us now (one nation under a groove) 
Gettin' down just for the funk of it 
(One nation under a groove) 
One nation and we're on the move 
(Gettin' down just for the funk of it) nothin' can stop us now 
One nation and we're on the move 
One nation under a groove 
(Nothin' can stop us now) 
Gettin' down just for the funk of it (feet don't fail me now) 
One nation and we're on the move 
Nothin' can stop us now (feet don't fail me now) 
One nation under a groove 
(One nation under a groove) 
Gettin' down just for the funk of it 
(Gettin' down just for the funk of it) 
One nation and we're on the move (one nation and we're on the move) 
Nothin' can stop us now 
You can't stop us now 
Giving you more of what we're looking for 
(Giving you more of what you're looking for) 
Feet don't fail me now 
Gotta keep it on the good foot, good God, ha! 
One nation under a groove 
Gettin' down just for the funk of it 
One nation and we're on the move 
Nothin' can stop us now (one time) 
One nation under a groove (givin' you more of what you're lookin' for) 
Gettin' down just for the funk of it..."
"Earth, Wind & Fire",September,1978,soul,"Do you remember 
The 21st night of September? 
Love was changin' the minds of pretenders 
While chasin' the clouds away 
Our hearts were ringin' 
In the key that our souls were singin' 
As we danced in the night, remember 
How the stars stole the night away, oh, yeah 
Hey, hey, hey 
Ba-dee-ya, say, do you remember? 
Ba-dee-ya, dancin' in September 
Ba-dee-ya, never was a cloudy day 
Ba-du-da, ba-du-da, ba-du-da, ba-du 
Ba-du-da, ba-du, ba-du-da, ba-du 
Ba-du-da, ba-du, ba-du-da 
My thoughts are with you 
Holdin' hands with your heart to see you 
Only blue talk and love, remember 
How we knew love was here to stay 
Now December 
Found the love that we shared in September 
Only blue talk and love, remember 
The true love we share today 
Hey, hey, hey 
Ba-dee-ya, say, do you remember? 
Ba-dee-ya, dancin' in September 
Ba-dee-ya, never was a cloudy day 
There was a 
Ba-dee-ya (dee-ya, dee-ya), say, do you remember? 
Ba-dee-ya (dee-ya, dee-ya), dancin' in September 
Ba-dee-ya (dee-ya, dee-ya), golden dreams were shiny days 
The bell was ringin', oh, oh 
Our souls were singin' 
Do you remember never a cloudy day? Yow 
There was a 
Ba-dee-ya (dee-ya, dee-ya), say, do you remember? 
Ba-dee-ya (dee-ya, dee-ya), dancin' in September 
Ba-dee-ya (dee-ya, dee-ya), never was a cloudy day 
And we'll say 
Ba-dee-ya (dee-ya, dee-ya), say, do you remember? 
Ba-dee-ya (dee-ya, dee-ya), dancin' in September 
Ba-dee-ya (dee ya, dee-ya), golden dreams were shiny days 
Ba-dee-ya, dee-ya, dee-ya 
Ba-dee-ya, dee-ya, dee-ya 
Ba-dee-ya, dee-ya, dee-ya, dee-ya! 
Ba-dee-ya, dee-ya, dee-ya 
Ba-dee-ya, dee-ya, dee-ya 
Ba-dee-ya, dee-ya, dee-ya, dee-ya!"
Parliament-Funkadelic,Flashlight,1979,soul,"When tomorrow comes 
I'll be on my own 
Feeling frightened of 
The things that I don't know 
When tomorrow comes 
Tomorrow comes 
Tomorrow comes 
And though the road is long 
I look up to the sky 
And in the dark I found, 
I lost hope that I won't fly 
And I sing along, I sing along 
And I sing along 
I got all I need when I got you and I 
I look around me, and see a sweet life 
I'm stuck in the dark but you're my flashlight 
You're getting me, getting me through the night 
Kick start my heart when you shine it in my eyes 
Can't lie, it's a sweet life 
I'm stuck in the dark but you're my flashlight 
You're getting me, getting me through the night 
'Cause you're my flashlight (flashlight) 
You're my flashlight (flashlight) 
You're my flashlight 
I see the shadows long beneath the mountain top 
I'm not afraid when the rain won't stop 
'Cause you light the way 
You light the way, you light the way 
I got all I need when I got you and I 
I look around me, and see a sweet life 
I'm stuck in the dark but you're my flashlight 
You're getting me, getting me through the night 
Kick start my heart when you shine it in my eyes 
I can't lie, it's a sweet life 
I'm stuck in the dark but you're my flashlight 
You're getting me, getting me through the night 
(Light light light you're my flashlight, light, light) 
Light light you're my flashlight 
Light light light light light, oh 
(Light light light you're my flashlight, light, light) 
You're my flash, oh 
I got all I need when I got you and I 
I look around me, and see a sweet life 
I'm stuck in the dark but you're my flashlight 
You're getting me, getting me through the night 
Can't stop my heart when you shinin' in my eyes 
I can't lie, it's a sweet life 
I'm stuck in the dark but you're my flashlight 
(You're my flashlight) 
You're getting me, getting me through the night 
'Cause you're my flashlight 
'Cause you're my flashlight 
You're my flashlight 
You're my flashlight 
Light light 
You're my flashlight 
Light light ye-yeah 
You're my flashlight"
Cameo,Word Up!,1986,soul,"Yoh pretty ladies around the world 
Got a weird thing to show you, 
So tell all the boys and girls. 
Tell your brother, your sister 
And mama too, cause they're 
About to go down 
And you'll know just what to do. 
Wave your hands in the air 
Like you don't care, glide by 
The People as they start to look and stare. 
Do you dance, do your dance quick 
Mama, come on baby, tell me what's 
The Word, ah – word up, 
Everybody say when you hear the call 
You got to get it underway, 
Word up, it's the code word, 
No matter where you say it, 
You'll know that you'll be heard. 
Now all you sucker. D.J.'s 
Who think you're fly 
There's got to be a reason 
And we know the reason why. 
And act real cool 
But you got to realise 
That you're acting like fools. 
If there's music we can use it 
We need to dance. 
We don't have that time 
For psychological romance 
No romance 
No romance 
No romance for me mama 
Come on baby tell me what's the word. 
Ah, word up, 
Everybody say when you hear the call 
You got to get it underway. 
Low 
Dial ""L"" for low 
Come on, all you people say... 
W-O-R-D UP 
W-O-R-D UP 
W-O-R-D UP 
W-O-R-D UP 
W-O-R-D UP 
W-O-R-D up (hey) 
Hey--(hey you)hey, hey-(what) 
(Hey-ey-ey--Hey--whew) 
La, la, la, la, la, la, low (low) 
(Whew-- whoo whoo, woah) 
Say it like that, (like that), 
Say it like that, ya'll know it (woah). 
What's the word? (What's (Woah!) the word?) 
Everybody's got to know-ow.(woah yeah) 
Everybody say it, woah! 
Low, 
They think real low.(Oww!) 
As low as you go (whew) 
Ahhhh, low, low, low, Low 
As low as you go, man..."
Kool & the Gang,Celebration,1980,soul,"Yahoo! 
Celebration 
Yahoo! 
This is your celebration 

Celebrate good times, come on! 
(Let's celebrate) 
Celebrate good times, come on! 
(Let's celebrate) 

There's a party goin' on right here 
A celebration to last throughout the years 
So bring your good times and your laughter too 
We gonna celebrate your party with you 

Come on now, celebration 
Let's all celebrate and have a good time 
Celebration 
We gonna celebrate and have a good time 

It's time to come together 
It's up to you, what's your pleasure? 
Everyone around the world come on! 

Yahoo! 
It's a celebration 
Yahoo! 

Celebrate good times, come on! 
(It's a celebration) 
Celebrate good times, come on! 
(Let's celebrate) 

There's a party goin' on right here 
A dedication to last throughout the years 
So bring your good times and your laughter too 
We gonna celebrate and party with you 

Come on now, celebration 
Let's all celebrate and have a good time, yeah yeah 
Celebration 
We gonna celebrate and have a good time 

It's time to come together 
It's up to you, what's your pleasure? 
Everyone around the world come on! 

Yahoo! 
It's a celebration 
Yahoo! 
It's a celebration 

Celebrate good times, come on! 
(Let's celebrate come on now) 
Celebrate good times, come on! 
(Let's celebrate) 

We're gonna have a good time tonight 
Let's celebrate, it's all right 
We're gonna have a good time tonight 
Let's celebrate, it's all right, baby 

We're gonna have a good time tonight 
(Celebration) 
Let's celebrate, it's all right 
We're gonna have a good time tonight 
(Celebration) 
Let's celebrate, it's all right 

Yahoo! 
Yahoo! 

Celebrate good times, come on! 
(Let's celebrate) 
Celebrate good times, come on! 
(It's a celebration) 

Celebrate good times, come on! 
(Let's celebrate) 
(Come on and celebrate tonight) 
Celebrate good times, come on! 
('Cause everything's gonna be alright, let's celebrate) 

Celebrate good times, come on! 
(Let's celebrate) 
Celebrate good times, come on! 
"
The O'Jays,Love Train,1972,soul,"People all over the world (everybody) 
Join hands (join) 
Start a love train, love train 
People all over the world (all the world, now) 
Join hands (love ride) 
Start a love train (love ride), love train 
The next stop that we make will be England 
Tell all the folks in Russia, and China, too 
Don't you know that it's time to get on board 
And let this train keep on riding, riding on through 
Well, well 
People all over the world (you don't need no money) 
Join hands (come on) 
Start a love train, love train (don't need no ticket, come on) 
People all over the world (join in, ride this train) 
Join in (ride this train, y'all) 
Start a love train (come on, train), love train 
All of you brothers over in Africa 
Tell all the folks in Egypt, and Israel, too 
Please don't miss this train at the station 
'Cause if you miss it, I feel sorry, sorry for you 
Well 
People all over the world (sisters and brothers) 
Join hands (join, come on) 
Start a love train (ride this train, y'all), love train (come on) 
People all over the world (don't need no tickets) 
Join hands (come on, ride) 
Start a love train, love train 
Ride, let it ride 
Let it ride 
Let it ride 
People, ain't no war 
People all over the world (on this train) 
Join in (ride the train) 
Start a love train, love train (ride the train, y'all) 
People all over the world (come on) 
Join hands (you can ride or stand, yeah) 
Start a love train, love train (makin' love) 
People all over the world ('round the world, y'all) 
Join hands (come on) 
Start a love train, love train 
People all over the world 
Join hands 
Start a love train, love train 
People all over the world 
Join hands 
Start a love train, love train 
People all over the world 
Join hands 
Start a love train"
Teddy Pendergrass,Close the Door,1977,soul,"Close the door 
Let me give you what you've been waiting for 
Baby, I got so much love to give 
I want to give it all to you 
Close the door 
No need to worry no more 
Let's bring this day to a pleasant end 
Girl, it's me and you now 
I've waited all day long just to hold you in my arms 
And it's exactly like I thought it would be 
Me loving you and you loving me 
Close the door 
Let me rub your back where you say it's sore 
Come on get closer and closer 
So close to me 
Let's get lost in each other 
Come here, baby 
I've waited all day long just to hold you in my arms 
And it's exactly like I thought it would be 
Me loving you and you loving me 
Close the door, baby 
And let me blow your mind 
Plenty good lovin' all through the night 
And then again and then again 
When the morning comes 
Come here, woman 
Come here baby, let me blow your mind 
Let me do what I want to you 
Let me do what I want to you 
Let me make sweet love to you, baby, uh 
Ooh, baby, oh baby, so good, baby 
So good, so good, so good, baby, uh 
You'll do it to me, I'll do it to you 
Come here, baby, lay your head next to mine 
Ooh, oh, ooh, oh, ahh, uh 
So good, sweet woman 
I like the way you make me feel 
I like the way you make me feel 
So good, so good, so good, so good, baby, uh 
Let me do what I wanna do 
All I wanna do is make love to you 
Let me do what I wanna do 
All I wanna do is make love to you 
Let me do, do, do, do, do, do, do, uh"
Isaac Hayes,Shaft,1971,soul,"Who's the black private dick that's a sex machine to all the chicks? 
(Shaft) 
You're damn right 
Who is the man that would risk his neck for his brother man? 
(Shaft) 
Can you dig it? 
Who's the cat that won't cop out when there's danger all about? 
(Shaft) 
Right on 
They say this cat Shaft is a bad mother 
(Shut your mouth) 
But I'm talkin' 'bout Shaft 
(Then we can dig it) 
He's a complicated man 
But no one understands him but his woman 
(John Shaft)"
Curtis Mayfield,Super Fly,1972,soul,"Darkest of night 
With the moon shining bright 
There's a set goin' strong 
Lotta things goin' on 
The man of the hour 
Has an air of great power 
The dudes have envied him for so long 
Oh, superfly 
You're gonna make your fortune by and by 
But if you lose, don't ask no questions why 
The only game you know is do or die 
Ah-ha-ha 
Hard to understand 
What a hell of a man 
This cat of the slum 
Had a mind, wasn't dumb 
But a weakness was shown 
'Cause his hustle was wrong 
His mind was his own 
But the man lived alone 
Oh, superfly 
You're gonna make your fortune by and by 
But if you lose, don't ask no questions why 
The only game you know is do or die 
Ah-ha-ha 
The game he plays he plays for keeps 
Hustlin' times and ghetto streets 
Tryin' ta get over 
(That's what he tryin' to do, y'all) 
Taking all that he can take 
Gambling with the odds of fate 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Woo, superfly 
The aim of his role 
Was to move a lot of blow 
Ask him his dream 
What does it mean? 
He woudn't know 
""Can't be like the rest"" 
Is the most he'll confess 
But the time's running out 
And there's no happiness 
Oh, superfly 
You're gonna make your fortune by and by 
But if you lose, don't ask no questions why 
The only game you know is do or die 
Ah-ha-ha 
Superfly 
Superfly 
Superfly 
Superfly 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over 
Tryin' ta get over"
Al Green,Love and Happiness,1972,soul,"Love and happiness, yeah 
Something that can make you do wrong, make you do right 
Love 
Love and happiness 
But wait a minute 
Something's going wrong 
Someone's on the phone 
Three o'clock in the morning, yeah 
Talkin' about how she can make it right, yeah 
Well, happiness is when, you really feel good with somebody 
But nothing wrong with being in love with someone, yeah 
Oh, baby, love and happiness 
Love and happiness 
Love and happiness (love and happiness), oh 
I have to say 
Love and happiness (love and happiness) 
Love and happiness (love and happiness) 
You be good to me 
I'll be good to you 
We'll be together, yeah 
We'll see each other 
Walk away with victory, yeah, yeah, oh, baby 
Love and happiness (love and happiness) 
Love and happiness (love and happiness), oh 
Hey, hey, hey, hey 
Make you do right, love'll make you do wrong 
Make you come home early, oh 
Make you stay out all night long 
The power of love 
Wait a minute 
Let me tell you 
Oh, the power 
Power of love 
Power of love, power 
Make you do right, love'll make you do wrong 
Ha, yeah 
(Love and happiness, love and happiness) 
Say love 
(Love and happiness, love and happiness) 
Make you want to dance 
Love and happiness 
Love is, wait a minute, love is 
Yeah, walkin' together, yeah, talkin' together 
Say it again, say it together, yeah 
Say wanna moans 
Moan for love, say, hmm 
Moan for love, hmm 
Moan for love 
Talkin' 'bout the power, wait a minuite"
